customer_id,age_group,city,preferred_cuisine,dietary_preference,signup_date
6313,35-44,Rehovot,Sushi,low_carb,2025-09-18
6314,35-44,Jerusalem,Asian,halal,2024-12-12
6315,35-44,Ashdod,Steakhouse,vegetarian,2024-07-22
6316,18-24,Herzliya,Japanese,kosher,2024-04-22
6317,18-24,Kfar Saba,Mediterranean,kosher,2025-03-05
6318,35-44,Holon,Italian,low_carb,2025-06-11
6319,55+,Givatayim,Japanese,vegetarian,2025-03-30
6320,18-24,Kfar Saba,Cafe,none,2025-09-12
6321,25-34,Givatayim,Israeli,vegan,2023-05-04
6322,35-44,Rehovot,Thai,vegan,2025-08-22
6323,25-34,Tel Aviv,Italian,vegan,2024-08-14
6324,18-24,Eilat,Vegan,halal,2024-10-03
6325,45-54,Herzliya,Cafe,none,2023-08-13
6326,55+,Holon,Vegan,low_carb,2023-03-06
6327,18-24,Ramat Gan,Burger,kosher,2023-08-28
6328,25-34,Netanya,Mexican,vegetarian,2025-03-16
6329,35-44,Ramat Gan,Greek,none,2024-08-05
6330,18-24,Tel Aviv,Greek,vegan,2025-08-14
6331,18-24,Ashdod,Cafe,low_carb,2024-01-06
6332,18-24,Petah Tikva,Mediterranean,gluten_free,2023-05-24
6333,35-44,Jerusalem,Greek,vegan,2024-11-22
6334,35-44,Ashdod,Cafe,gluten_free,2023-08-15
6335,55+,Holon,Italian,halal,2023-03-18
6336,18-24,Haifa,Mediterranean,kosher,2024-07-06
6337,25-34,Jerusalem,Israeli,vegetarian,2023-09-20
6338,25-34,Netanya,Mediterranean,low_carb,2023-07-05
6339,35-44,Rehovot,Thai,halal,2023-08-23
6340,45-54,Holon,Burger,kosher,2024-05-20
6341,35-44,Kfar Saba,Indian,vegan,2024-01-08
6342,35-44,Eilat,Sushi,low_carb,2024-11-25
6343,55+,Beer Sheva,Thai,halal,2024-06-21
6344,35-44,Petah Tikva,Seafood,vegan,2024-03-27
6345,35-44,Rehovot,Japanese,low_carb,2025-09-06
6346,25-34,Rehovot,Burger,gluten_free,2025-06-15
6347,25-34,Haifa,Vegan,vegetarian,2023-11-12
6348,35-44,Holon,Greek,halal,2025-08-01
6349,25-34,Rishon LeZion,Thai,kosher,2024-08-05
6350,55+,Holon,Asian,vegan,2024-04-04
6351,18-24,Beer Sheva,Japanese,vegetarian,2024-01-15
6352,35-44,Herzliya,Japanese,vegan,2024-10-15
6353,55+,Jerusalem,Asian,vegetarian,2023-08-17
6354,18-24,Rehovot,Burger,vegetarian,2024-08-28
6355,55+,Holon,Vegan,halal,2023-06-20
6356,25-34,Givatayim,Italian,halal,2025-03-16
6357,35-44,Eilat,Burger,kosher,2023-05-08
6358,55+,Givatayim,Vegan,vegetarian,2024-08-10
6359,25-34,Kfar Saba,Indian,low_carb,2025-05-09
6360,25-34,Herzliya,Sushi,none,2024-08-02
6361,35-44,Rehovot,Seafood,halal,2025-08-05
6362,25-34,Tel Aviv,Japanese,halal,2024-01-10
6363,18-24,Netanya,Mediterranean,vegetarian,2025-03-05
6364,18-24,Petah Tikva,Cafe,gluten_free,2023-02-23
6365,35-44,Holon,Pizza,halal,2023-08-26
6366,18-24,Rishon LeZion,Israeli,kosher,2024-05-09
6367,35-44,Givatayim,Mexican,vegetarian,2025-08-12
6368,55+,Tel Aviv,Israeli,halal,2024-10-05
6369,45-54,Ashdod,Steakhouse,kosher,2025-01-14
6370,45-54,Ashdod,Italian,kosher,2025-06-07
6371,35-44,Herzliya,Cafe,halal,2025-08-31
6372,18-24,Netanya,Mexican,low_carb,2023-08-26
6373,45-54,Tel Aviv,Vegan,none,2023-01-04
6374,55+,Netanya,Israeli,gluten_free,2023-08-14
6375,35-44,Ramat Gan,Greek,vegetarian,2025-05-03
6376,45-54,Eilat,Mediterranean,gluten_free,2025-04-03
6377,25-34,Givatayim,Italian,none,2024-10-13
6378,45-54,Holon,Italian,low_carb,2025-03-30
6379,25-34,Holon,Israeli,low_carb,2023-12-22
6380,55+,Tel Aviv,Japanese,none,2023-07-13
6381,55+,Beer Sheva,Asian,vegetarian,2023-07-21
6382,35-44,Jerusalem,Burger,gluten_free,2025-06-06
6383,18-24,Tel Aviv,Asian,none,2024-12-15
6384,25-34,Netanya,Greek,gluten_free,2025-01-23
6385,18-24,Givatayim,Pizza,vegetarian,2023-09-22
6386,25-34,Tel Aviv,Thai,halal,2023-01-08
6387,25-34,Eilat,Asian,none,2023-09-06
6388,18-24,Givatayim,Israeli,low_carb,2025-01-29
6389,55+,Beer Sheva,Greek,none,2023-12-24
6390,55+,Herzliya,Asian,kosher,2024-03-21
6391,35-44,Rishon LeZion,Israeli,vegan,2023-04-07
6392,18-24,Jerusalem,Asian,low_carb,2023-01-04
6393,25-34,Eilat,Japanese,kosher,2023-07-31
6394,18-24,Netanya,Indian,vegan,2025-02-02
6395,25-34,Haifa,Mediterranean,none,2025-04-07
6396,55+,Eilat,Asian,low_carb,2025-04-12
6397,35-44,Ramat Gan,Sushi,vegetarian,2025-07-25
6398,18-24,Ashdod,Israeli,vegetarian,2023-12-21
6399,35-44,Eilat,Thai,kosher,2024-06-15
6400,55+,Herzliya,Indian,vegetarian,2025-07-14
6401,35-44,Petah Tikva,Sushi,gluten_free,2023-04-06
6402,35-44,Beer Sheva,Seafood,vegan,2024-04-03
6403,18-24,Givatayim,Japanese,gluten_free,2023-04-09
6404,55+,Givatayim,Italian,vegan,2023-08-02
6405,25-34,Eilat,Sushi,none,2023-09-28
6406,25-34,Beer Sheva,Vegan,vegan,2023-01-24
6407,55+,Ashdod,Steakhouse,kosher,2025-03-19
6408,18-24,Rishon LeZion,Seafood,gluten_free,2024-07-23
6409,35-44,Ashdod,Pizza,kosher,2025-09-23
6410,45-54,Rishon LeZion,Mediterranean,vegan,2024-12-05
6411,55+,Tel Aviv,Israeli,halal,2023-02-15
6412,55+,Ramat Gan,Vegan,kosher,2023-04-29
6413,55+,Jerusalem,Steakhouse,gluten_free,2025-08-20
6414,45-54,Petah Tikva,Japanese,vegan,2023-10-09
6415,35-44,Haifa,Steakhouse,gluten_free,2025-04-16
6416,25-34,Jerusalem,Greek,vegan,2024-01-11
6417,35-44,Eilat,Cafe,none,2025-08-07
6418,35-44,Jerusalem,Pizza,halal,2023-01-09
6419,55+,Tel Aviv,Japanese,halal,2023-09-14
6420,45-54,Givatayim,Indian,kosher,2023-04-15
6421,45-54,Givatayim,Sushi,low_carb,2025-04-11
6422,18-24,Rishon LeZion,Pizza,gluten_free,2025-01-06
6423,35-44,Ashdod,Italian,vegan,2023-06-10
6424,45-54,Kfar Saba,Seafood,vegetarian,2024-09-11
6425,25-34,Givatayim,Asian,none,2025-02-26
6426,18-24,Rishon LeZion,Thai,low_carb,2023-10-20
6427,35-44,Jerusalem,Sushi,gluten_free,2024-10-11
6428,45-54,Netanya,Cafe,vegan,2024-08-17
6429,25-34,Tel Aviv,Burger,vegan,2023-12-10
6430,55+,Rehovot,Burger,gluten_free,2024-10-17
6431,55+,Jerusalem,Seafood,none,2023-05-10
6432,45-54,Holon,Indian,low_carb,2025-07-06
6433,55+,Ashdod,Mexican,kosher,2025-05-02
6434,25-34,Jerusalem,Sushi,kosher,2024-05-18
6435,55+,Ramat Gan,Asian,gluten_free,2023-02-10
6436,45-54,Rehovot,Mediterranean,kosher,2023-09-23
6437,35-44,Petah Tikva,Steakhouse,none,2023-12-20
6438,18-24,Kfar Saba,Asian,vegetarian,2024-02-02
6439,18-24,Netanya,Sushi,vegetarian,2023-06-20
6440,18-24,Rehovot,Italian,kosher,2024-03-01
6441,18-24,Kfar Saba,Mexican,vegetarian,2025-09-03
6442,55+,Petah Tikva,Israeli,none,2023-02-13
6443,45-54,Tel Aviv,Mexican,vegan,2023-02-05
6444,18-24,Holon,Mexican,gluten_free,2025-04-13
6445,35-44,Ramat Gan,Burger,low_carb,2023-05-30
6446,25-34,Haifa,Greek,kosher,2023-12-17
6447,35-44,Netanya,Pizza,low_carb,2023-07-02
6448,18-24,Kfar Saba,Steakhouse,halal,2023-07-23
6449,25-34,Netanya,Mediterranean,gluten_free,2023-07-11
6450,35-44,Kfar Saba,Cafe,vegan,2025-08-14
6451,45-54,Holon,Thai,vegetarian,2023-12-21
6452,35-44,Beer Sheva,Mexican,vegetarian,2024-05-01
6453,45-54,Ramat Gan,Cafe,low_carb,2025-04-27
6454,45-54,Holon,Seafood,vegan,2024-04-06
6455,55+,Petah Tikva,Burger,kosher,2023-04-20
6456,55+,Netanya,Italian,gluten_free,2024-08-30
6457,35-44,Ashdod,Israeli,gluten_free,2024-08-29
6458,55+,Jerusalem,Seafood,vegetarian,2025-02-24
6459,45-54,Kfar Saba,Pizza,vegetarian,2023-07-11
6460,25-34,Tel Aviv,Mexican,gluten_free,2024-03-16
6461,55+,Petah Tikva,Vegan,vegetarian,2023-03-19
6462,25-34,Eilat,Vegan,low_carb,2025-02-19
6463,35-44,Givatayim,Mediterranean,vegan,2025-06-09
6464,55+,Jerusalem,Greek,halal,2024-03-25
6465,18-24,Kfar Saba,Italian,gluten_free,2024-01-08
6466,25-34,Ramat Gan,Indian,none,2024-11-21
6467,45-54,Beer Sheva,Pizza,vegetarian,2023-11-21
6468,25-34,Jerusalem,Thai,kosher,2024-04-11
6469,45-54,Beer Sheva,Seafood,none,2024-10-22
6470,35-44,Netanya,Sushi,vegetarian,2023-01-08
6471,55+,Beer Sheva,Greek,kosher,2023-07-20
6472,55+,Ashdod,Seafood,halal,2023-01-18
6473,45-54,Eilat,Seafood,vegan,2025-03-07
6474,18-24,Ashdod,Mediterranean,vegan,2024-06-05
6475,55+,Tel Aviv,Mexican,vegetarian,2023-12-08
6476,45-54,Rishon LeZion,Greek,halal,2024-02-16
6477,35-44,Rishon LeZion,Cafe,halal,2023-07-02
6478,55+,Kfar Saba,Cafe,halal,2025-02-03
6479,25-34,Rehovot,Mediterranean,none,2024-09-12
6480,25-34,Kfar Saba,Mexican,gluten_free,2025-07-29
6481,25-34,Holon,Vegan,vegetarian,2023-06-25
6482,18-24,Netanya,Mexican,vegan,2025-07-12
6483,25-34,Rishon LeZion,Indian,gluten_free,2025-06-16
6484,35-44,Netanya,Mexican,halal,2025-04-18
6485,45-54,Ashdod,Steakhouse,none,2024-02-19
6486,45-54,Holon,Indian,gluten_free,2025-03-09
6487,55+,Ashdod,Greek,low_carb,2025-06-14
6488,45-54,Tel Aviv,Vegan,none,2025-09-05
6489,55+,Eilat,Mediterranean,gluten_free,2024-11-29
6490,18-24,Rehovot,Indian,low_carb,2023-01-01
6491,55+,Beer Sheva,Asian,vegetarian,2025-08-27
6492,45-54,Rehovot,Burger,halal,2023-08-29
6493,25-34,Beer Sheva,Vegan,vegetarian,2023-05-14
6494,35-44,Rishon LeZion,Asian,vegetarian,2025-04-21
6495,18-24,Rishon LeZion,Vegan,vegetarian,2023-05-30
6496,55+,Haifa,Asian,gluten_free,2023-05-10
6497,55+,Rishon LeZion,Japanese,vegan,2023-01-13
6498,18-24,Rishon LeZion,Italian,low_carb,2023-10-11
6499,55+,Ramat Gan,Indian,kosher,2024-12-09
6500,45-54,Beer Sheva,Seafood,none,2023-12-20
6501,18-24,Tel Aviv,Greek,kosher,2024-05-06
6502,18-24,Givatayim,Thai,vegan,2025-07-06
6503,25-34,Kfar Saba,Steakhouse,kosher,2024-11-19
6504,35-44,Rehovot,Italian,kosher,2023-07-01
6505,45-54,Beer Sheva,Cafe,vegan,2025-06-02
6506,25-34,Holon,Cafe,low_carb,2024-04-06
6507,18-24,Rehovot,Cafe,vegetarian,2024-12-19
6508,45-54,Herzliya,Cafe,low_carb,2025-06-13
6509,25-34,Rishon LeZion,Asian,kosher,2023-08-25
6510,18-24,Haifa,Mexican,vegan,2024-10-04
6511,55+,Beer Sheva,Japanese,vegan,2023-03-12
6512,55+,Kfar Saba,Pizza,vegetarian,2024-09-05
6513,45-54,Holon,Japanese,kosher,2025-05-31
6514,18-24,Netanya,Sushi,halal,2025-01-04
6515,55+,Ashdod,Mexican,kosher,2024-05-20
6516,18-24,Rehovot,Indian,gluten_free,2025-07-27
6517,35-44,Jerusalem,Israeli,vegetarian,2024-04-12
6518,45-54,Jerusalem,Greek,vegetarian,2023-04-26
6519,55+,Petah Tikva,Pizza,low_carb,2024-07-09
6520,25-34,Rishon LeZion,Thai,none,2024-01-10
6521,25-34,Rehovot,Italian,vegetarian,2023-05-11
6522,45-54,Rehovot,Mexican,none,2023-11-17
6523,18-24,Rishon LeZion,Sushi,vegan,2024-01-25
6524,25-34,Givatayim,Indian,gluten_free,2023-12-20
6525,25-34,Kfar Saba,Cafe,vegetarian,2023-08-25
6526,45-54,Netanya,Mediterranean,halal,2023-08-08
6527,25-34,Petah Tikva,Steakhouse,low_carb,2024-07-31
6528,55+,Rehovot,Burger,vegan,2025-03-06
6529,35-44,Herzliya,Steakhouse,none,2025-07-25
6530,18-24,Herzliya,Vegan,kosher,2023-12-20
6531,55+,Givatayim,Italian,kosher,2024-10-11
6532,55+,Rishon LeZion,Thai,kosher,2024-05-22
6533,25-34,Holon,Steakhouse,vegan,2025-03-01
6534,18-24,Petah Tikva,Pizza,vegan,2023-02-13
6535,25-34,Rehovot,Cafe,vegan,2025-09-19
6536,18-24,Givatayim,Sushi,kosher,2025-03-06
6537,18-24,Tel Aviv,Steakhouse,halal,2024-09-10
6538,18-24,Herzliya,Italian,gluten_free,2025-08-09
6539,18-24,Eilat,Sushi,kosher,2024-10-12
6540,55+,Givatayim,Sushi,halal,2025-01-14
6541,45-54,Rishon LeZion,Mediterranean,halal,2024-05-12
6542,35-44,Rehovot,Burger,vegan,2023-12-21
6543,45-54,Beer Sheva,Mediterranean,vegetarian,2025-04-18
6544,35-44,Ashdod,Seafood,none,2023-11-15
6545,45-54,Holon,Japanese,low_carb,2025-03-07
6546,25-34,Beer Sheva,Thai,kosher,2025-09-19
6547,45-54,Herzliya,Japanese,none,2025-05-15
6548,45-54,Haifa,Asian,kosher,2023-10-20
6549,25-34,Rishon LeZion,Indian,vegetarian,2025-07-07
6550,55+,Petah Tikva,Burger,vegan,2025-09-23
6551,18-24,Tel Aviv,Vegan,gluten_free,2025-05-25
6552,45-54,Haifa,Japanese,vegetarian,2023-03-25
6553,55+,Petah Tikva,Mexican,halal,2023-05-07
6554,25-34,Kfar Saba,Steakhouse,kosher,2024-02-08
6555,25-34,Kfar Saba,Seafood,low_carb,2023-04-02
6556,18-24,Petah Tikva,Seafood,gluten_free,2024-08-20
6557,18-24,Kfar Saba,Steakhouse,gluten_free,2025-06-14
6558,55+,Givatayim,Cafe,low_carb,2024-11-18
6559,25-34,Givatayim,Asian,low_carb,2025-07-26
6560,55+,Beer Sheva,Italian,halal,2023-04-17
6561,45-54,Jerusalem,Mediterranean,vegan,2024-11-18
6562,45-54,Rishon LeZion,Mexican,none,2023-06-08
6563,45-54,Rehovot,Japanese,vegan,2023-12-27
6564,18-24,Netanya,Steakhouse,gluten_free,2025-08-25
6565,25-34,Ramat Gan,Japanese,kosher,2024-10-22
6566,35-44,Petah Tikva,Cafe,kosher,2023-10-01
6567,55+,Holon,Thai,halal,2023-12-08
6568,35-44,Ramat Gan,Mediterranean,gluten_free,2025-06-20
6569,25-34,Beer Sheva,Indian,gluten_free,2025-01-23
6570,55+,Ramat Gan,Sushi,gluten_free,2025-05-27
6571,35-44,Jerusalem,Italian,vegan,2024-01-31
6572,55+,Haifa,Asian,none,2025-03-07
6573,18-24,Kfar Saba,Steakhouse,vegetarian,2025-08-19
6574,35-44,Ashdod,Vegan,low_carb,2025-07-18
6575,55+,Givatayim,Italian,kosher,2024-06-29
6576,35-44,Netanya,Seafood,none,2024-11-16
6577,18-24,Rishon LeZion,Italian,vegan,2023-08-12
6578,18-24,Ramat Gan,Sushi,gluten_free,2024-08-30
6579,18-24,Herzliya,Israeli,gluten_free,2024-02-23
6580,18-24,Rehovot,Mediterranean,halal,2024-10-10
6581,35-44,Herzliya,Burger,gluten_free,2024-09-22
6582,55+,Rehovot,Mediterranean,halal,2023-03-16
6583,35-44,Rehovot,Thai,vegan,2024-05-18
6584,45-54,Givatayim,Israeli,vegetarian,2023-07-10
6585,45-54,Haifa,Greek,vegetarian,2024-05-19
6586,35-44,Haifa,Indian,gluten_free,2025-08-16
6587,35-44,Netanya,Seafood,low_carb,2024-10-06
6588,18-24,Kfar Saba,Thai,vegetarian,2024-08-18
6589,35-44,Petah Tikva,Sushi,gluten_free,2023-08-31
6590,18-24,Holon,Japanese,halal,2024-06-27
6591,35-44,Givatayim,Israeli,vegan,2025-08-15
6592,45-54,Holon,Indian,gluten_free,2024-10-30
6593,45-54,Herzliya,Asian,none,2024-12-05
6594,55+,Holon,Greek,vegetarian,2024-11-20
6595,25-34,Rishon LeZion,Mexican,kosher,2024-12-31
6596,35-44,Netanya,Steakhouse,kosher,2025-03-29
6597,35-44,Haifa,Asian,low_carb,2023-06-23
6598,25-34,Givatayim,Seafood,kosher,2025-04-07
6599,25-34,Kfar Saba,Burger,none,2023-03-03
6600,25-34,Ashdod,Mexican,gluten_free,2023-06-20
6601,18-24,Rishon LeZion,Thai,vegan,2023-01-14
6602,18-24,Netanya,Seafood,halal,2025-06-20
6603,25-34,Haifa,Greek,vegan,2023-10-25
6604,45-54,Tel Aviv,Italian,halal,2023-07-26
6605,45-54,Givatayim,Sushi,vegetarian,2023-04-02
6606,18-24,Rishon LeZion,Sushi,vegetarian,2025-05-06
6607,18-24,Jerusalem,Thai,halal,2024-05-13
6608,55+,Herzliya,Seafood,gluten_free,2024-06-04
6609,55+,Tel Aviv,Indian,gluten_free,2025-01-29
6610,25-34,Holon,Cafe,kosher,2025-01-17
6611,18-24,Tel Aviv,Mediterranean,low_carb,2023-07-21
6612,25-34,Givatayim,Indian,kosher,2024-06-22
6613,45-54,Jerusalem,Japanese,none,2023-09-05
6614,25-34,Jerusalem,Mediterranean,kosher,2025-08-11
6615,35-44,Tel Aviv,Burger,gluten_free,2024-09-21
6616,18-24,Holon,Mediterranean,none,2025-07-27
6617,25-34,Jerusalem,Sushi,vegan,2024-03-09
6618,45-54,Holon,Japanese,gluten_free,2024-01-31
6619,25-34,Ashdod,Asian,halal,2024-03-30
6620,25-34,Eilat,Sushi,vegetarian,2024-07-18
6621,18-24,Haifa,Greek,vegetarian,2025-03-08
6622,18-24,Ashdod,Asian,vegetarian,2025-04-24
6623,25-34,Rehovot,Mediterranean,none,2025-04-13
6624,45-54,Jerusalem,Sushi,vegetarian,2025-09-20
6625,55+,Haifa,Seafood,vegetarian,2024-07-20
6626,18-24,Givatayim,Greek,kosher,2023-01-01
6627,45-54,Ramat Gan,Thai,low_carb,2025-06-05
6628,35-44,Herzliya,Vegan,vegan,2023-10-02
6629,45-54,Ashdod,Israeli,gluten_free,2023-03-05
6630,18-24,Netanya,Steakhouse,vegetarian,2024-08-18
6631,45-54,Tel Aviv,Pizza,none,2025-01-05
6632,55+,Haifa,Japanese,low_carb,2024-07-12
6633,35-44,Petah Tikva,Burger,kosher,2025-05-06
6634,25-34,Rishon LeZion,Japanese,vegan,2024-05-29
6635,18-24,Rishon LeZion,Greek,vegetarian,2025-08-03
6636,35-44,Rishon LeZion,Burger,kosher,2023-11-14
6637,55+,Tel Aviv,Pizza,none,2023-10-18
6638,55+,Holon,Indian,vegetarian,2025-05-09
6639,25-34,Kfar Saba,Thai,kosher,2023-11-28
6640,25-34,Rishon LeZion,Seafood,gluten_free,2024-11-10
6641,35-44,Kfar Saba,Vegan,none,2024-09-19
6642,25-34,Eilat,Greek,vegan,2023-07-30
6643,45-54,Petah Tikva,Japanese,gluten_free,2023-03-12
6644,18-24,Ashdod,Pizza,none,2023-09-24
6645,45-54,Herzliya,Indian,low_carb,2023-06-14
6646,45-54,Rehovot,Israeli,halal,2025-08-18
6647,25-34,Ramat Gan,Pizza,halal,2024-02-14
6648,55+,Kfar Saba,Vegan,low_carb,2024-05-26
6649,25-34,Jerusalem,Italian,vegan,2023-09-19
6650,25-34,Beer Sheva,Indian,none,2025-03-13
6651,55+,Eilat,Seafood,vegan,2025-01-14
6652,45-54,Rishon LeZion,Israeli,kosher,2025-03-21
6653,35-44,Ramat Gan,Sushi,kosher,2023-11-25
6654,35-44,Netanya,Burger,gluten_free,2023-08-01
6655,55+,Herzliya,Greek,vegan,2023-08-14
6656,35-44,Jerusalem,Asian,gluten_free,2023-05-15
6657,45-54,Eilat,Pizza,gluten_free,2023-04-29
6658,25-34,Petah Tikva,Mediterranean,halal,2023-02-01
6659,35-44,Netanya,Greek,kosher,2025-05-25
6660,18-24,Rehovot,Asian,gluten_free,2023-07-30
6661,45-54,Rehovot,Greek,kosher,2025-02-15
6662,35-44,Ashdod,Israeli,vegan,2025-01-04
6663,55+,Rehovot,Mexican,low_carb,2023-11-04
6664,55+,Rishon LeZion,Pizza,low_carb,2024-05-10
6665,25-34,Rehovot,Asian,gluten_free,2025-06-29
6666,35-44,Ramat Gan,Israeli,low_carb,2025-03-26
6667,45-54,Ramat Gan,Cafe,halal,2024-08-22
6668,35-44,Holon,Thai,low_carb,2025-07-12
6669,35-44,Netanya,Japanese,none,2023-05-13
6670,45-54,Kfar Saba,Pizza,low_carb,2025-07-27
6671,35-44,Tel Aviv,Steakhouse,halal,2024-11-13
6672,55+,Ramat Gan,Mediterranean,vegan,2024-10-22
6673,35-44,Kfar Saba,Vegan,none,2023-12-03
6674,25-34,Herzliya,Seafood,none,2024-07-11
6675,25-34,Haifa,Thai,halal,2023-10-03
6676,35-44,Eilat,Italian,gluten_free,2023-10-11
6677,55+,Beer Sheva,Burger,none,2024-05-14
6678,35-44,Beer Sheva,Greek,low_carb,2023-07-20
6679,35-44,Herzliya,Seafood,halal,2025-03-30
6680,35-44,Kfar Saba,Cafe,kosher,2024-09-20
6681,25-34,Rishon LeZion,Sushi,gluten_free,2023-11-17
6682,25-34,Haifa,Steakhouse,gluten_free,2025-04-16
6683,55+,Jerusalem,Mexican,low_carb,2025-03-27
6684,35-44,Herzliya,Mediterranean,vegetarian,2024-05-15
6685,18-24,Netanya,Burger,vegetarian,2023-11-04
6686,35-44,Ashdod,Israeli,none,2023-10-24
6687,55+,Petah Tikva,Mediterranean,kosher,2025-02-28
6688,45-54,Ashdod,Thai,none,2024-01-06
6689,25-34,Tel Aviv,Asian,vegetarian,2025-04-23
6690,18-24,Petah Tikva,Mexican,none,2024-11-07
6691,18-24,Ramat Gan,Asian,vegetarian,2023-09-10
6692,18-24,Holon,Seafood,low_carb,2023-01-26
6693,35-44,Netanya,Seafood,none,2023-02-22
6694,25-34,Netanya,Sushi,kosher,2025-02-22
6695,35-44,Netanya,Japanese,none,2024-04-21
6696,55+,Herzliya,Greek,halal,2025-05-19
6697,25-34,Netanya,Thai,kosher,2023-12-11
6698,55+,Holon,Sushi,halal,2024-11-09
6699,25-34,Tel Aviv,Cafe,vegetarian,2025-08-08
6700,18-24,Herzliya,Italian,kosher,2023-11-05
6701,35-44,Jerusalem,Mexican,low_carb,2024-06-02
6702,18-24,Kfar Saba,Steakhouse,none,2024-04-20
6703,55+,Kfar Saba,Japanese,gluten_free,2023-09-24
6704,45-54,Petah Tikva,Pizza,kosher,2025-03-21
6705,25-34,Tel Aviv,Indian,vegetarian,2024-01-24
6706,45-54,Netanya,Indian,vegetarian,2024-06-24
6707,18-24,Jerusalem,Japanese,kosher,2025-06-07
6708,35-44,Beer Sheva,Thai,low_carb,2025-04-30
6709,25-34,Holon,Seafood,vegan,2024-06-16
6710,45-54,Givatayim,Vegan,halal,2024-08-31
6711,45-54,Beer Sheva,Israeli,halal,2023-04-27
6712,25-34,Rehovot,Israeli,low_carb,2023-11-28
6713,25-34,Jerusalem,Asian,halal,2023-12-05
6714,35-44,Rishon LeZion,Sushi,vegan,2024-08-13
6715,25-34,Rishon LeZion,Vegan,vegan,2024-07-26
6716,25-34,Ramat Gan,Japanese,halal,2023-08-06
6717,18-24,Rishon LeZion,Pizza,halal,2023-06-09
6718,25-34,Holon,Pizza,vegan,2024-12-05
6719,45-54,Petah Tikva,Vegan,vegan,2023-04-17
6720,18-24,Jerusalem,Asian,gluten_free,2023-05-23
6721,55+,Ramat Gan,Mediterranean,halal,2025-02-19
6722,55+,Haifa,Israeli,kosher,2023-11-09
6723,25-34,Kfar Saba,Israeli,low_carb,2023-09-29
6724,45-54,Haifa,Pizza,halal,2023-03-29
6725,35-44,Herzliya,Mexican,gluten_free,2023-08-24
6726,18-24,Beer Sheva,Sushi,vegetarian,2025-08-25
6727,55+,Ramat Gan,Mediterranean,kosher,2024-07-03
6728,25-34,Netanya,Israeli,kosher,2023-01-25
6729,55+,Ashdod,Seafood,vegetarian,2024-05-28
6730,35-44,Netanya,Pizza,vegetarian,2024-01-03
6731,18-24,Jerusalem,Japanese,halal,2023-07-16
6732,25-34,Ashdod,Indian,halal,2023-02-04
6733,35-44,Ashdod,Sushi,gluten_free,2023-03-23
6734,18-24,Beer Sheva,Mexican,low_carb,2024-08-30
6735,55+,Haifa,Asian,none,2025-07-13
6736,55+,Kfar Saba,Indian,none,2025-02-17
6737,35-44,Ramat Gan,Sushi,kosher,2024-09-03
6738,35-44,Beer Sheva,Asian,kosher,2025-07-03
6739,55+,Rishon LeZion,Seafood,vegan,2023-04-08
6740,25-34,Kfar Saba,Asian,vegan,2025-08-30
6741,45-54,Kfar Saba,Seafood,vegetarian,2024-07-16
6742,18-24,Petah Tikva,Asian,kosher,2025-08-24
6743,18-24,Holon,Italian,gluten_free,2025-04-27
6744,45-54,Jerusalem,Italian,vegetarian,2024-04-20
6745,25-34,Tel Aviv,Pizza,halal,2024-05-12
6746,25-34,Herzliya,Cafe,low_carb,2023-06-21
6747,45-54,Holon,Greek,halal,2023-06-11
6748,35-44,Holon,Asian,low_carb,2023-06-29
6749,45-54,Eilat,Greek,low_carb,2024-09-01
6750,25-34,Jerusalem,Mexican,gluten_free,2025-03-25
6751,55+,Ashdod,Cafe,low_carb,2023-03-22
6752,25-34,Givatayim,Mexican,halal,2023-11-28
6753,45-54,Tel Aviv,Sushi,vegetarian,2024-04-23
6754,35-44,Ramat Gan,Japanese,vegan,2025-07-20
6755,18-24,Haifa,Israeli,vegan,2023-04-20
6756,45-54,Ramat Gan,Burger,vegan,2025-05-24
6757,55+,Petah Tikva,Italian,kosher,2025-03-01
6758,35-44,Rishon LeZion,Vegan,vegan,2023-03-03
6759,25-34,Tel Aviv,Italian,kosher,2024-03-26
6760,55+,Petah Tikva,Cafe,low_carb,2025-06-12
6761,35-44,Herzliya,Greek,kosher,2024-11-21
6762,25-34,Beer Sheva,Seafood,low_carb,2024-11-27
6763,55+,Ramat Gan,Seafood,vegetarian,2024-05-05
6764,35-44,Ramat Gan,Greek,gluten_free,2024-02-08
6765,55+,Ramat Gan,Greek,low_carb,2023-07-24
6766,45-54,Eilat,Burger,low_carb,2025-04-11
6767,25-34,Rishon LeZion,Greek,none,2024-04-07
6768,55+,Tel Aviv,Japanese,low_carb,2025-04-23
6769,55+,Rishon LeZion,Sushi,halal,2023-09-01
6770,18-24,Beer Sheva,Sushi,halal,2023-07-05
6771,25-34,Ramat Gan,Asian,halal,2023-12-21
6772,35-44,Jerusalem,Burger,gluten_free,2024-06-10
6773,35-44,Netanya,Italian,kosher,2025-07-14
6774,18-24,Holon,Thai,halal,2025-08-20
6775,55+,Eilat,Mexican,halal,2023-09-06
6776,18-24,Tel Aviv,Thai,vegan,2024-04-28
6777,45-54,Eilat,Italian,none,2023-10-28
6778,45-54,Petah Tikva,Seafood,low_carb,2024-05-06
6779,55+,Netanya,Mexican,halal,2024-11-26
6780,35-44,Holon,Seafood,vegetarian,2024-03-07
6781,55+,Kfar Saba,Japanese,vegan,2024-03-28
6782,45-54,Netanya,Indian,vegetarian,2024-03-15
6783,25-34,Petah Tikva,Burger,kosher,2023-06-19
