restaurant_id,name,name_he,city,city_he,region,region_he,cuisine,cuisine_he,restaurant_type,restaurant_type_he,kosher,avg_price_per_person,price_level,rating,suitable_for,suitable_for_he,recommended_dish,recommended_dish_he,is_known_recommended,is_real_name,data_source_note
6254,Market Bar 5254,מרקט בר 5254,Ashkelon,אשקלון,South,דרום,Cafe,בית קפה,Dairy,חלבי,Yes,90,Medium,3.5,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6255,Street Plate 5255,סטריט פלייט 5255,Nazareth,נצרת,North,צפון,Vegan,טבעוני,Vegan,טבעוני,Yes,213,Expensive,3.4,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6256,Classic Table 5256,קלאסיק טייבל 5256,Zichron Yaakov,זכרון יעקב,North,צפון,Pizza,פיצה,Dairy,חלבי,No,78,Cheap,4.2,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6257,Local Garden 5257,מקומי גארדן 5257,Tel Aviv,תל אביב,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,335,Expensive,3.4,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6258,Urban Room 5258,אורבן רום 5258,Ramat Gan,רמת גן,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,124,Medium,3.5,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6259,Fresh Grill 5259,פרש גריל 5259,Rishon LeZion,ראשון לציון,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,148,Medium,4.6,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6260,Golden Corner 5260,גולדן קורנר 5260,Netanya,נתניה,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,131,Medium,3.6,"Business,Friends","עסקים,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6261,Happy Market 5261,האפי מרקט 5261,Rehovot,רחובות,Center,מרכז,Indian,הודי,Mixed,מעורב,No,143,Medium,4.1,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6262,Green Bistro 5262,גרין ביסטרו 5262,Ashkelon,אשקלון,South,דרום,Asian,אסייתי,Mixed,מעורב,No,112,Medium,4.7,"Couples,Friends","זוגות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6263,Blue Deli 5263,בלו דלי 5263,Nazareth,נצרת,North,צפון,Thai,תאילנדי,Mixed,מעורב,Yes,116,Medium,4.1,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6264,Sunny Oven 5264,סאני אובן 5264,Zichron Yaakov,זכרון יעקב,North,צפון,Italian,איטלקי,Mixed,מעורב,Yes,93,Medium,4.6,"Families,Friends","משפחות,חברים",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6265,Chef Kitchen 5265,שף קיטשן 5265,Tel Aviv,תל אביב,Center,מרכז,Greek,יווני,Mixed,מעורב,No,172,Medium,4.5,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6266,Noble Place 5266,נובל פלייס 5266,Ramat Gan,רמת גן,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,178,Medium,3.5,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6267,Crispy Wok 5267,קריספי ווק 5267,Rishon LeZion,ראשון לציון,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,133,Medium,4.5,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6268,Royal Fork 5268,רויאל פורק 5268,Netanya,נתניה,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,258,Expensive,4.1,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6269,Little House 5269,ליטל האוס 5269,Rehovot,רחובות,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,74,Cheap,4.6,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6270,Spicy Bar 5270,ספייסי בר 5270,Ashkelon,אשקלון,South,דרום,Vegan,טבעוני,Vegan,טבעוני,Yes,110,Medium,3.8,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6271,Garden Plate 5271,גארדן פלייט 5271,Nazareth,נצרת,North,צפון,Pizza,פיצה,Dairy,חלבי,No,57,Cheap,4.6,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6272,Market Table 5272,מרקט טייבל 5272,Zichron Yaakov,זכרון יעקב,North,צפון,Steakhouse,סטייק האוס,Meat,בשרי,Yes,188,Expensive,3.7,"Couples,Business","זוגות,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6273,Street Garden 5273,סטריט גארדן 5273,Tel Aviv,תל אביב,Center,מרכז,Burger,המבורגרים,Meat,בשרי,Yes,93,Medium,3.9,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6274,Classic Room 5274,קלאסיק רום 5274,Ramat Gan,רמת גן,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,Yes,102,Medium,4.7,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6275,Local Grill 5275,מקומי גריל 5275,Rishon LeZion,ראשון לציון,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,109,Medium,4.6,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6276,Urban Corner 5276,אורבן קורנר 5276,Netanya,נתניה,Center,מרכז,Indian,הודי,Mixed,מעורב,Yes,142,Medium,3.6,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6277,Fresh Market 5277,פרש מרקט 5277,Rehovot,רחובות,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,120,Medium,4.7,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6278,Golden Bistro 5278,גולדן ביסטרו 5278,Ashkelon,אשקלון,South,דרום,Thai,תאילנדי,Mixed,מעורב,Yes,94,Medium,4.4,"Couples,Friends","זוגות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6279,Happy Deli 5279,האפי דלי 5279,Nazareth,נצרת,North,צפון,Italian,איטלקי,Mixed,מעורב,No,97,Medium,3.5,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6280,Green Oven 5280,גרין אובן 5280,Zichron Yaakov,זכרון יעקב,North,צפון,Greek,יווני,Mixed,מעורב,No,113,Medium,4.3,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6281,Blue Kitchen 5281,בלו קיטשן 5281,Tel Aviv,תל אביב,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,142,Medium,3.9,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6282,Sunny Place 5282,סאני פלייס 5282,Ramat Gan,רמת גן,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,No,93,Medium,4.1,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6283,Chef Wok 5283,שף ווק 5283,Rishon LeZion,ראשון לציון,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,190,Expensive,4.6,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6284,Noble Fork 5284,נובל פורק 5284,Netanya,נתניה,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,59,Cheap,3.8,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6285,Crispy House 5285,קריספי האוס 5285,Rehovot,רחובות,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,No,199,Expensive,3.3,"Friends,Couples","חברים,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6286,Royal Bar 5286,רויאל בר 5286,Ashkelon,אשקלון,South,דרום,Pizza,פיצה,Dairy,חלבי,No,83,Medium,3.8,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6287,Little Plate 5287,ליטל פלייט 5287,Nazareth,נצרת,North,צפון,Steakhouse,סטייק האוס,Meat,בשרי,Yes,296,Expensive,4.6,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6288,Spicy Table 5288,ספייסי טייבל 5288,Zichron Yaakov,זכרון יעקב,North,צפון,Burger,המבורגרים,Meat,בשרי,No,115,Medium,4.8,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6289,Garden Garden 5289,גארדן גארדן 5289,Tel Aviv,תל אביב,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,103,Medium,4.2,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6290,Market Room 5290,מרקט רום 5290,Ramat Gan,רמת גן,Center,מרכז,Japanese,יפני,Mixed,מעורב,No,97,Medium,3.9,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6291,Street Grill 5291,סטריט גריל 5291,Rishon LeZion,ראשון לציון,Center,מרכז,Indian,הודי,Mixed,מעורב,No,108,Medium,4.5,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6292,Classic Corner 5292,קלאסיק קורנר 5292,Netanya,נתניה,Center,מרכז,Asian,אסייתי,Mixed,מעורב,No,136,Medium,4.4,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6293,Local Market 5293,מקומי מרקט 5293,Rehovot,רחובות,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,95,Medium,4.1,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6294,Urban Bistro 5294,אורבן ביסטרו 5294,Ashkelon,אשקלון,South,דרום,Italian,איטלקי,Mixed,מעורב,Yes,162,Medium,4.7,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6295,Fresh Deli 5295,פרש דלי 5295,Nazareth,נצרת,North,צפון,Greek,יווני,Mixed,מעורב,Yes,121,Medium,3.5,"Families,Friends","משפחות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6296,Golden Oven 5296,גולדן אובן 5296,Zichron Yaakov,זכרון יעקב,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,No,186,Expensive,4.6,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6297,Happy Kitchen 5297,האפי קיטשן 5297,Tel Aviv,תל אביב,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,Yes,105,Medium,3.6,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6298,Green Place 5298,גרין פלייס 5298,Ramat Gan,רמת גן,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,158,Medium,4.1,"Couples,Business","זוגות,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6299,Blue Wok 5299,בלו ווק 5299,Rishon LeZion,ראשון לציון,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,67,Cheap,4.7,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6300,Sunny Fork 5300,סאני פורק 5300,Netanya,נתניה,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,134,Medium,3.2,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6301,Chef House 5301,שף האוס 5301,Rehovot,רחובות,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,77,Cheap,3.3,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6302,Noble Bar 5302,נובל בר 5302,Ashkelon,אשקלון,South,דרום,Steakhouse,סטייק האוס,Meat,בשרי,No,346,Expensive,4.5,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6303,Crispy Plate 5303,קריספי פלייט 5303,Nazareth,נצרת,North,צפון,Burger,המבורגרים,Meat,בשרי,Yes,84,Medium,4.2,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6304,Royal Table 5304,רויאל טייבל 5304,Zichron Yaakov,זכרון יעקב,North,צפון,Mexican,מקסיקני,Mixed,מעורב,Yes,113,Medium,3.7,"Business,Friends","עסקים,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6305,Little Garden 5305,ליטל גארדן 5305,Tel Aviv,תל אביב,Center,מרכז,Japanese,יפני,Mixed,מעורב,Yes,123,Medium,4.6,"Business,Friends","עסקים,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6306,Spicy Room 5306,ספייסי רום 5306,Ramat Gan,רמת גן,Center,מרכז,Indian,הודי,Mixed,מעורב,No,158,Medium,4.5,"Business,Friends","עסקים,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6307,Garden Grill 5307,גארדן גריל 5307,Rishon LeZion,ראשון לציון,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,121,Medium,3.5,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6308,Market Corner 5308,מרקט קורנר 5308,Netanya,נתניה,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,No,121,Medium,3.8,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6309,Street Market 5309,סטריט מרקט 5309,Rehovot,רחובות,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,106,Medium,3.2,"Families,Friends","משפחות,חברים",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6310,Classic Bistro 5310,קלאסיק ביסטרו 5310,Ashkelon,אשקלון,South,דרום,Greek,יווני,Mixed,מעורב,Yes,144,Medium,4.1,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6311,Local Deli 5311,מקומי דלי 5311,Nazareth,נצרת,North,צפון,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,141,Medium,3.4,"Friends,Couples","חברים,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6312,Urban Oven 5312,אורבן אובן 5312,Zichron Yaakov,זכרון יעקב,North,צפון,Israeli,ישראלי,Mixed,מעורב,No,81,Medium,3.5,"Business,Friends","עסקים,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6313,Fresh Kitchen 5313,פרש קיטשן 5313,Tel Aviv,תל אביב,Center,מרכז,Seafood,פירות ים,Fish,דגים,No,164,Medium,3.9,"Date,Business","דייט,עסקים",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6314,Golden Place 5314,גולדן פלייס 5314,Ramat Gan,רמת גן,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,No,65,Cheap,4.7,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6315,Happy Wok 5315,האפי ווק 5315,Rishon LeZion,ראשון לציון,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,104,Medium,3.4,"Families,Couples","משפחות,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6316,Green Fork 5316,גרין פורק 5316,Netanya,נתניה,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,80,Cheap,3.5,"Friends,Students","חברים,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6317,Blue House 5317,בלו האוס 5317,Rehovot,רחובות,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,No,259,Expensive,4.1,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6318,Sunny Bar 5318,סאני בר 5318,Ashkelon,אשקלון,South,דרום,Burger,המבורגרים,Meat,בשרי,Yes,78,Cheap,4.7,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6319,Chef Plate 5319,שף פלייט 5319,Nazareth,נצרת,North,צפון,Mexican,מקסיקני,Mixed,מעורב,Yes,146,Medium,4.4,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6320,Noble Table 5320,נובל טייבל 5320,Zichron Yaakov,זכרון יעקב,North,צפון,Japanese,יפני,Mixed,מעורב,Yes,167,Medium,3.5,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6321,Crispy Garden 5321,קריספי גארדן 5321,Tel Aviv,תל אביב,Center,מרכז,Indian,הודי,Mixed,מעורב,No,149,Medium,4.8,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6322,Royal Room 5322,רויאל רום 5322,Ramat Gan,רמת גן,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,113,Medium,3.8,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6323,Little Grill 5323,ליטל גריל 5323,Rishon LeZion,ראשון לציון,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,Yes,102,Medium,4.0,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6324,Spicy Corner 5324,ספייסי קורנר 5324,Netanya,נתניה,Center,מרכז,Italian,איטלקי,Mixed,מעורב,No,106,Medium,4.7,"Friends,Couples","חברים,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6325,Garden Market 5325,גארדן מרקט 5325,Rehovot,רחובות,Center,מרכז,Greek,יווני,Mixed,מעורב,No,140,Medium,3.4,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6326,Market Bistro 5326,מרקט ביסטרו 5326,Ashkelon,אשקלון,South,דרום,Mediterranean,ים תיכוני,Mixed,מעורב,No,174,Medium,3.8,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6327,Street Deli 5327,סטריט דלי 5327,Nazareth,נצרת,North,צפון,Israeli,ישראלי,Mixed,מעורב,Yes,149,Medium,3.9,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6328,Classic Oven 5328,קלאסיק אובן 5328,Zichron Yaakov,זכרון יעקב,North,צפון,Seafood,פירות ים,Fish,דגים,No,208,Expensive,3.2,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6329,Local Kitchen 5329,מקומי קיטשן 5329,Tel Aviv,תל אביב,Center,מרכז,Cafe,בית קפה,Dairy,חלבי,Yes,87,Medium,4.4,"Families,Friends","משפחות,חברים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6330,Urban Place 5330,אורבן פלייס 5330,Ramat Gan,רמת גן,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,No,170,Medium,4.6,"Friends,Couples","חברים,זוגות",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6331,Fresh Wok 5331,פרש ווק 5331,Rishon LeZion,ראשון לציון,Center,מרכז,Pizza,פיצה,Dairy,חלבי,Yes,67,Cheap,3.5,"Families,Students","משפחות,סטודנטים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6332,Golden Fork 5332,גולדן פורק 5332,Netanya,נתניה,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,270,Expensive,4.3,"Date,Business","דייט,עסקים",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6333,Happy House 5333,האפי האוס 5333,Rehovot,רחובות,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,71,Cheap,3.7,"Couples,Friends","זוגות,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6334,Green Bar 5334,גרין בר 5334,Ashkelon,אשקלון,South,דרום,Mexican,מקסיקני,Mixed,מעורב,Yes,162,Medium,4.4,"Families,Friends","משפחות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6335,Blue Plate 5335,בלו פלייט 5335,Nazareth,נצרת,North,צפון,Japanese,יפני,Mixed,מעורב,Yes,133,Medium,3.6,"Families,Friends","משפחות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6336,Sunny Table 5336,סאני טייבל 5336,Zichron Yaakov,זכרון יעקב,North,צפון,Indian,הודי,Mixed,מעורב,No,132,Medium,4.7,"Couples,Friends","זוגות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6337,Chef Garden 5337,שף גארדן 5337,Tel Aviv,תל אביב,Center,מרכז,Asian,אסייתי,Mixed,מעורב,Yes,123,Medium,3.9,"Families,Friends","משפחות,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6338,Noble Room 5338,נובל רום 5338,Ramat Gan,רמת גן,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,No,122,Medium,4.6,"Families,Friends","משפחות,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6339,Crispy Grill 5339,קריספי גריל 5339,Rishon LeZion,ראשון לציון,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,154,Medium,4.1,"Families,Friends","משפחות,חברים",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6340,Royal Corner 5340,רויאל קורנר 5340,Netanya,נתניה,Center,מרכז,Greek,יווני,Mixed,מעורב,No,180,Medium,4.5,"Couples,Friends","זוגות,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6341,Little Market 5341,ליטל מרקט 5341,Rehovot,רחובות,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,Yes,156,Medium,4.4,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6342,Spicy Bistro 5342,ספייסי ביסטרו 5342,Ashkelon,אשקלון,South,דרום,Israeli,ישראלי,Mixed,מעורב,No,168,Medium,4.1,"Couples,Friends","זוגות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6343,Garden Deli 5343,גארדן דלי 5343,Nazareth,נצרת,North,צפון,Seafood,פירות ים,Fish,דגים,No,160,Medium,3.9,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
6344,Market Oven 5344,מרקט אובן 5344,Zichron Yaakov,זכרון יעקב,North,צפון,Cafe,בית קפה,Dairy,חלבי,No,81,Medium,3.5,"Families,Students","משפחות,סטודנטים",Israeli Breakfast,ארוחת בוקר ישראלית,No,No,Synthetic restaurant row created for project scale
6345,Street Kitchen 5345,סטריט קיטשן 5345,Tel Aviv,תל אביב,Center,מרכז,Vegan,טבעוני,Vegan,טבעוני,Yes,133,Medium,4.1,"Families,Friends","משפחות,חברים",Vegan Bowl,קערה טבעונית,No,No,Synthetic restaurant row created for project scale
6346,Classic Place 5346,קלאסיק פלייס 5346,Ramat Gan,רמת גן,Center,מרכז,Pizza,פיצה,Dairy,חלבי,No,77,Cheap,3.4,"Families,Friends","משפחות,חברים",Margherita Pizza,פיצה מרגריטה,No,No,Synthetic restaurant row created for project scale
6347,Local Wok 5347,מקומי ווק 5347,Rishon LeZion,ראשון לציון,Center,מרכז,Steakhouse,סטייק האוס,Meat,בשרי,Yes,222,Expensive,3.7,"Couples,Special Occasion","זוגות,אירוע מיוחד",Entrecote,אנטריקוט,No,No,Synthetic restaurant row created for project scale
6348,Urban Fork 5348,אורבן פורק 5348,Netanya,נתניה,Center,מרכז,Burger,המבורגרים,Meat,בשרי,No,125,Medium,3.6,"Business,Friends","עסקים,חברים",Classic Burger,המבורגר קלאסי,No,No,Synthetic restaurant row created for project scale
6349,Fresh House 5349,פרש האוס 5349,Rehovot,רחובות,Center,מרכז,Mexican,מקסיקני,Mixed,מעורב,No,151,Medium,4.0,"Couples,Friends","זוגות,חברים",Tacos,טאקו,No,No,Synthetic restaurant row created for project scale
6350,Golden Bar 5350,גולדן בר 5350,Ashkelon,אשקלון,South,דרום,Japanese,יפני,Mixed,מעורב,Yes,164,Medium,3.5,"Couples,Friends","זוגות,חברים",Sushi Roll,רול סושי,No,No,Synthetic restaurant row created for project scale
6351,Happy Plate 5351,האפי פלייט 5351,Nazareth,נצרת,North,צפון,Indian,הודי,Mixed,מעורב,No,160,Medium,4.5,"Families,Friends","משפחות,חברים",Curry,קארי,No,No,Synthetic restaurant row created for project scale
6352,Green Table 5352,גרין טייבל 5352,Zichron Yaakov,זכרון יעקב,North,צפון,Asian,אסייתי,Mixed,מעורב,No,112,Medium,3.2,"Business,Friends","עסקים,חברים",Noodles,נודלס,No,No,Synthetic restaurant row created for project scale
6353,Blue Garden 5353,בלו גארדן 5353,Tel Aviv,תל אביב,Center,מרכז,Thai,תאילנדי,Mixed,מעורב,No,140,Medium,4.0,"Business,Friends","עסקים,חברים",Pad Thai,פאד תאי,No,No,Synthetic restaurant row created for project scale
6354,Sunny Room 5354,סאני רום 5354,Ramat Gan,רמת גן,Center,מרכז,Italian,איטלקי,Mixed,מעורב,Yes,136,Medium,3.7,"Families,Couples","משפחות,זוגות",Pasta,פסטה,No,No,Synthetic restaurant row created for project scale
6355,Chef Grill 5355,שף גריל 5355,Rishon LeZion,ראשון לציון,Center,מרכז,Greek,יווני,Mixed,מעורב,No,194,Expensive,3.8,"Business,Friends","עסקים,חברים",Greek Salad,סלט יווני,No,No,Synthetic restaurant row created for project scale
6356,Noble Corner 5356,נובל קורנר 5356,Netanya,נתניה,Center,מרכז,Mediterranean,ים תיכוני,Mixed,מעורב,No,153,Medium,4.1,"Families,Couples","משפחות,זוגות",Grilled Sea Bass,לברק בגריל,No,No,Synthetic restaurant row created for project scale
6357,Crispy Market 5357,קריספי מרקט 5357,Rehovot,רחובות,Center,מרכז,Israeli,ישראלי,Mixed,מעורב,Yes,114,Medium,3.2,"Families,Friends","משפחות,חברים",Shakshuka,שקשוקה,No,No,Synthetic restaurant row created for project scale
6358,Royal Bistro 5358,רויאל ביסטרו 5358,Ashkelon,אשקלון,South,דרום,Seafood,פירות ים,Fish,דגים,No,196,Expensive,3.8,"Couples,Special Occasion","זוגות,אירוע מיוחד",Grilled Fish,דג בגריל,No,No,Synthetic restaurant row created for project scale
